id,ementas
36600,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11094492&cdForo=0
36601,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11088501&cdForo=0
36602,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11088347&cdForo=0
36603,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11088346&cdForo=0
36604,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11088345&cdForo=0
36605,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11088338&cdForo=0
36606,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11095384&cdForo=0
36607,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11094447&cdForo=0
36608,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11087908&cdForo=0
36609,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11091753&cdForo=0
36610,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11091726&cdForo=0
36611,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11091773&cdForo=0
36612,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11091722&cdForo=0
36613,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11087927&cdForo=0
36614,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11087671&cdForo=0
36615,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11087665&cdForo=0
36616,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11087734&cdForo=0
36617,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11087676&cdForo=0
36618,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11087678&cdForo=0
36619,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11095193&cdForo=0
36620,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11085571&cdForo=0
36621,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11085570&cdForo=0
36622,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083887&cdForo=0
36623,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11084077&cdForo=0
36624,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11082876&cdForo=0
36625,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11082828&cdForo=0
36626,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11082049&cdForo=0
36627,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083966&cdForo=0
36628,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083951&cdForo=0
36629,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083967&cdForo=0
36630,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11086462&cdForo=0
36631,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11086435&cdForo=0
36632,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083960&cdForo=0
36633,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083940&cdForo=0
36634,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11082948&cdForo=0
36635,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11086002&cdForo=0
36636,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083523&cdForo=0
36637,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11082599&cdForo=0
36638,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11082685&cdForo=0
36639,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11085960&cdForo=0
36640,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11082790&cdForo=0
36641,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11082772&cdForo=0
36642,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11082741&cdForo=0
36643,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083805&cdForo=0
36644,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083753&cdForo=0
36645,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083754&cdForo=0
36646,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11085414&cdForo=0
36647,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11085413&cdForo=0
36648,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11085412&cdForo=0
36649,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11085377&cdForo=0
36650,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11085410&cdForo=0
36651,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11085384&cdForo=0
36652,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11083885&cdForo=0
36653,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11085383&cdForo=0
36654,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11081426&cdForo=0
36655,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11081411&cdForo=0
36656,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11081201&cdForo=0
36657,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11080928&cdForo=0
36658,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11081344&cdForo=0
36659,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11078555&cdForo=0
36660,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11079513&cdForo=0
36661,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11077346&cdForo=0
36662,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11080394&cdForo=0
36663,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11077527&cdForo=0
36664,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11079130&cdForo=0
36665,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11080853&cdForo=0
36666,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11073915&cdForo=0
36667,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11069449&cdForo=0
36668,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11070927&cdForo=0
36669,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11070744&cdForo=0
36670,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11069265&cdForo=0
36671,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11069486&cdForo=0
36672,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11073577&cdForo=0
36673,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11074851&cdForo=0
36674,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11074460&cdForo=0
36675,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11071625&cdForo=0
36676,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11070898&cdForo=0
36677,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11071676&cdForo=0
36678,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11071428&cdForo=0
36679,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11070063&cdForo=0
36680,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11071371&cdForo=0
36681,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11066542&cdForo=0
36682,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11066775&cdForo=0
36683,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11067099&cdForo=0
36684,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11067026&cdForo=0
36685,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11066965&cdForo=0
36686,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11066662&cdForo=0
36687,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11066653&cdForo=0
36688,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11067229&cdForo=0
36689,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11067532&cdForo=0
36690,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11059747&cdForo=0
36691,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11058620&cdForo=0
36692,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11060933&cdForo=0
36693,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11060935&cdForo=0
36694,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11059267&cdForo=0
36695,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11059836&cdForo=0
36696,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11057645&cdForo=0
36697,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11057475&cdForo=0
36698,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11061318&cdForo=0
36699,https://esaj.tjsp.jus.br/cjsg/getArquivo.do?cdAcordao=11060444&cdForo=0
